cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,page-faults:u,IPC,CPI
309248801,271842697,1131144,558641,3862429,24537,5874,35441,1086679,150,35,596,33183,24945,120774,99341,70225,42949,99341,5015,55918,5235,9006,0,0.88,1.137602019
309331154,600337492,151066,18022,38858,8408,3269,814,152652,3191,12115,2209,108400,292841,750487,1526905,286809,1278375,1526905,401375,959857,255486,32472,1022,1.94,0.515262095
305447072,504048222,352172,1658353,6990191,16766,88346,263220,559307,14874,22896,1107,16556,30001,120444,331138,121940,38229,331138,73191,425837,211558,34337,280,1.65,0.605987798
301158981,776311353,689169,2403729,11115931,16815,76707,120982,834186,1432,7334,35,5791,20023,159723,532499,115886,887962,532499,117767,624455,59171,23976,317,2.58,0.38793582
309225973,503168779,943282,131840,4209606,66656,215259,283490,584415,13420,16927,1869,4248,5943,61994,167311,236306,583270,167311,1033,5261,2786,39968,765,1.63,0.614557154
300774452,729497792,867687,2659761,12889974,74111,183527,322824,710666,13818,37977,1160,33463,25602,40213,51358,4954,20131,51358,2680,4785,6976,2445637,537,2.43,0.412303444
306509101,421904610,350649,1061846,5921008,13012,75990,202761,492069,10480,16698,1628,34305,117441,154443,645083,127721,706965,645083,67333,370222,115357,27825,0,1.38,0.726489101
309236563,271247821,1123788,604314,3889807,24059,5721,64370,1069917,155,43,1736,39910,578998,742286,88907,116934,768416,88907,2273,41210,4784,7859,317,0.88,1.140051787
309345139,602196494,152464,17959,39150,8477,2978,566,151169,1765,1254,1823,44488,27379,120385,993513,31535,275618,993513,308421,954793,257894,33625,791,1.95,0.513694686
298086826,819912495,506867,2262530,10437259,16981,76073,297145,427298,11878,32442,2732,149706,111468,479650,773866,117621,1224430,773866,192549,896507,108518,29258,520,2.75,0.363559316
302463320,890163750,690874,2750930,15685610,23651,172051,146954,684226,6690,21541,1501,31882,412416,652530,98648,88047,288031,98648,1628,35101,158002,21487,314,2.94,0.339783911
309227780,510693004,965995,67722,3266162,40640,3847,287,760669,612,5702,503,6503,27329,82108,124379,2461,197011,124379,7676,226373,8949,41841,0,1.65,0.6055062
306968742,645518556,406545,737259,6851669,1436711,115707,211680,855288,15414,33997,3697,63096,239544,151629,37072,7747,14280,37072,2749,4735,3200,8161,597,2.1,0.475538215
303804010,834331380,616499,2208463,11832709,32185,113458,293025,548445,6539,21438,1007,24177,550638,588243,53742,82153,217296,53742,62620,683742,157596,25952,421,2.75,0.364128711
308989612,269351415,1336690,391027,4047591,15405,3360,33230,656633,7836,15255,866,25058,354074,548172,1169695,144799,430910,1169695,105213,332222,71653,7354,317,0.87,1.147161644
290572032,567075902,225725,1466598,1801341,28286,6811,36914,781395,2169,7780,1112,31021,23972,116029,17058,54557,5748,17058,1001,17027,191221,91980,765,1.95,0.512404126
298599094,854240866,537963,2263579,9096454,31183,40601,80032,238834,501,155,260,7420,58876,406128,521443,178959,725432,521443,201603,852209,110326,29358,537,2.86,0.349549063
304297657,853827931,544473,2075132,10109056,23559,44220,270810,435399,8427,18682,1177,23556,410936,655283,68044,83025,319369,68044,1522,20700,117964,18181,0,2.81,0.356392249
307342861,599462097,880848,1380870,11630098,37150,146506,139118,557372,4079,18093,35,6167,27789,81875,111607,1402,189134,111607,7339,228711,9081,40323,317,1.95,0.512697738
307139489,562450713,609216,58041,2537242,48190,3741,222,908429,11742,38013,3832,63477,241224,152008,44777,8873,6738,44777,3062,4634,3093,8222,765,1.83,0.546073606
306100107,780625697,535241,1085569,8510285,1423756,149183,325068,788614,6178,15555,771,21763,545886,738324,69110,90291,297600,69110,1778,681950,169960,26928,537,2.55,0.392121484
300436760,725323718,820838,2261678,11395532,19680,57396,115165,414077,7645,15171,866,26405,262304,596271,1163508,147477,434169,1163508,105738,332401,99768,17016,317,2.41,0.414210583
307732221,284308082,1250528,408634,3893077,5342,5232,52967,1037432,2269,8798,2425,30710,24877,115610,19384,46367,6689,19384,1346,4991,199390,80944,0,0.92,1.082389986
287913569,584555198,272349,1298159,1501457,21929,2671,767,154134,425,160,60,400,15600,359453,456467,185993,1725246,456467,200198,901933,143534,117157,1022,2.03,0.492534443
298778567,844950908,517684,2165647,10541459,20190,40063,227968,437096,8316,15982,1162,23989,353062,737128,69377,91233,360873,69377,2196,13016,11850,39984,280,2.83,0.353604646
303095006,892567218,712049,2846981,15531549,23263,179284,137728,594000,6043,19232,145,6803,29015,83959,67523,1409,195957,67523,3785,14763,103552,43800,317,2.94,0.339576673
309199462,507559294,946467,68777,3231695,39774,3369,272,915140,11790,37136,4123,64627,247618,232604,76659,10277,8647,76659,9412,397519,14421,51053,765,1.64,0.609188849
308237098,636318681,355207,507905,6182019,1589357,48049,171762,533394,7690,20878,1462,34213,220579,187610,1187437,127328,1349393,1187437,55335,5280,3618,8442,405,2.06,0.484406803
304297314,647115215,498365,2189596,12478222,28337,118428,195597,579828,4931,4671,10,8272,303475,483731,706234,210223,522876,706234,49030,452655,13826,9960,141,2.13,0.470236686
300552217,395475252,686517,1189530,4904183,7177,3059,64174,1052629,841,5881,1523,20132,41129,131919,1057714,198373,742938,1057714,91908,509260,155391,24169,314,1.32,0.759977307
301095089,543155789,726508,1846752,4961034,62616,225413,298686,273264,425,170,130,1077,3400,9215,31399,130055,10395,31399,989,4966,3776,39379,481,1.8,0.554343883
302712215,907479217,683263,3226937,13449368,28684,119765,231014,488987,1478,5242,375,15742,360286,651314,545562,114348,89972,545562,36509,351514,159309,152202,537,3,0.333574818
307557617,469207151,411890,1573182,10037996,22046,152643,278211,749656,19448,15395,1167,24280,116769,186804,1235475,154361,786059,1235475,88870,409834,50603,9593,317,1.53,0.655483652
308466250,467000764,1127572,397965,3814929,38857,2924,388,951183,200,50,396,37865,18784,65515,113051,17812,253387,113051,1371,59502,1615,4847,0,1.51,0.660526221
309176561,601576828,150290,17539,106496,1250975,21117,108395,457177,6242,18919,2219,56479,526783,839032,605518,357266,1966289,605518,2016,6337,2605,12507,881,1.95,0.513943601
304634713,647660236,495886,2189173,12486087,27197,119268,185622,581283,5649,8665,1421,38169,210668,190319,1227650,126272,1388177,1227650,73061,481390,13218,10311,421,2.13,0.470361921
300681919,391755727,685218,1165916,4842650,8123,2470,59300,1104827,1180,4346,834,20147,308060,491676,888227,123572,572351,888227,92278,454532,153341,24252,317,1.3,0.767523991
298483247,537526038,702795,1802903,4870123,60985,227788,284694,278397,828,7918,2330,30603,42142,123814,17035,39870,4903,17035,895,5035,3325,39249,765,1.8,0.555290769
303354132,913997407,685226,3120463,13233621,28575,120959,243918,469686,1732,2523,522,491,2786,3920,525269,3074,83263,525269,34930,359165,192321,147072,537,3.01,0.331898241
305485541,496232358,422485,1754939,10468534,22313,145575,293872,601513,5172,4693,295,17251,303792,569732,1231516,126862,780532,1231516,62792,421668,45589,9272,0,1.62,0.615609877
307694961,473179958,1156049,439560,3766158,48934,34039,11028,882503,18748,17417,1162,18767,85520,95310,98233,4446,252603,98233,1828,70937,3964,4659,317,1.54,0.650270485
309335598,601740283,151688,18324,109860,22754,4138,550,565613,215,30,526,36343,401698,817425,468283,295978,1465367,468283,2279,6382,2837,8568,765,1.95,0.514068289
305183391,692827063,526181,2200181,9752434,1417486,85252,194136,701546,6212,28220,1678,36705,185203,229375,1062259,104949,1478399,1062259,48107,418705,14496,10098,537,2.27,0.440489997
301942047,364493415,754873,1585466,8361501,26754,65827,170316,796850,4310,4826,20,11668,308263,494484,994440,149334,577456,994440,91020,313273,148942,22219,317,1.21,0.828388208
293110659,498849107,714413,1497232,5475797,62116,155446,288832,900376,972,13037,1488,21323,42703,122781,15459,33080,8613,15459,964,5255,2937,39501,289,1.7,0.587573787
296567939,737019867,373116,1610298,8234643,152785,181999,52404,197393,425,190,140,977,3050,5042,519182,4384,91237,519182,34730,378634,53215,837664,601,2.49,0.402387985
304842352,601130050,693490,2860476,11104163,32843,135809,299758,693919,14488,38499,1007,18570,38348,123496,758073,111826,665263,758073,92990,459387,118508,28692,421,1.97,0.507115477
307416234,239362465,694731,642295,5171138,25468,77712,234128,498978,11393,18401,1212,24416,507841,611264,89473,106264,714322,89473,1847,49790,3507,7917,314,0.78,1.284312618
307664658,421750850,841812,561203,4016700,32085,5411,31001,1124279,170,25,315,32577,25834,119997,1331680,74883,826954,1331680,358851,905234,179127,34956,481,1.37,0.729493866
307141835,609694872,187125,169620,41251,8371,3103,670,160145,3397,12917,2555,114259,331917,787412,456255,136810,736898,456255,102055,525197,210618,43140,537,1.99,0.503763192
307542359,429110516,382234,1544619,7406023,18198,106754,277934,591042,15149,22201,1157,17522,26897,152655,592810,69057,674430,592810,118535,754756,66454,43329,0,1.4,0.716697325
302825811,762810036,655283,2240522,10347696,16752,61927,140973,801441,1653,5632,10,4394,18313,131561,86706,145758,589503,86706,870,6022,20843,51742,317,2.52,0.396987188
309246233,503229676,948134,559975,4942280,64063,225726,282689,553771,10453,11395,310,616,3475,4972,43885,8680,20981,43885,3861,5375,5416,58732,765,1.63,0.614523045
303061188,707333778,902912,2761087,12716400,56690,168031,281061,659456,14616,36718,811,15609,27910,143126,761902,147886,698698,761902,8341,12542,19839,2840152,537,2.33,0.428455699
307906334,348725237,304709,1160139,5748757,17645,76588,250409,524140,12550,19422,1347,23176,567446,594031,172373,122202,805101,172373,49100,687085,141612,30926,317,1.13,0.882948239
309249974,337569249,1236620,528697,3951931,28776,6416,36329,1018530,215,40,476,35104,25153,120665,1085225,266708,160277,1085225,187249,81434,7240,5599,7,1.09,0.91610825
309005263,597741228,156848,19223,40400,11810,3595,2370,163965,3632,13543,2139,112675,335412,738322,1086689,262055,2421222,1086689,260249,736340,178336,38445,1015,1.93,0.51695491
308517732,454911313,382893,1474381,7736872,20484,111901,277489,626490,14634,16567,881,13154,35595,161148,796017,112197,82671,796017,108766,603104,219552,27888,280,1.47,0.67819314
301790101,757813362,603738,1944745,9515222,16004,60102,136312,773702,1558,6442,25,4388,31050,75065,671981,227980,927651,671981,118234,382765,106934,23155,317,2.51,0.398238031
309056504,496046121,917490,718374,5382482,73520,232268,280349,510742,9541,1292,385,3359,7387,104066,23193,244233,536461,23193,901,6406,2599,40132,765,1.61,0.623039856
302797496,738563154,943269,2651384,12367451,44530,157582,304277,633758,14525,26691,831,27673,37652,97730,46859,2730,6438,46859,2730,14791,38069,2461776,537,2.44,0.409981861
307835154,315113003,291211,1471254,5962228,14902,80656,259218,551450,14494,19805,1922,28356,140633,302392,663114,154869,715583,663114,48545,552781,174510,25624,0,1.02,0.976904003
309009114,339787976,1260176,567218,4019078,27100,5611,66463,877263,389,74,1187,39294,537330,598894,66275,66341,533494,66275,2573,59224,5166,5761,317,1.1,0.909417448
309236649,601268435,156170,20068,39301,8548,3363,2310,185819,4229,13431,3129,56742,25959,118638,1641219,205644,1697106,1641219,353451,643606,170603,10685,881,1.94,0.51430714
296396345,715711259,540082,2150875,8494623,18398,84203,225723,424348,10333,16573,3616,141871,139270,446712,886136,363023,1272157,886136,92520,438115,16036,24729,430,2.41,0.414128381
303566171,895597598,737342,2811891,15369904,25896,132629,126390,556709,3985,15110,1755,32538,447601,425851,70108,63998,112426,70108,3638,643361,172796,25351,314,2.95,0.338953757
309016691,523969402,974872,69163,3333875,38637,3920,1026,1094608,1546,6786,466,7164,18749,120961,245903,2104,196179,245903,7025,226167,7383,37969,0,1.7,0.589760948
305379867,675597837,538451,1445994,9512355,1434318,168176,346272,867010,28385,45068,4009,25135,3777,5831,49981,6984,20195,49981,3194,5042,3188,8381,738,2.21,0.452014276
302980129,690043616,607070,2061667,9689592,29640,33332,69361,379985,7926,23718,1307,27254,345859,397138,367621,57126,188815,367621,118534,685490,163729,26291,280,2.28,0.439073882
309197374,279549675,932953,412568,3785922,15604,16971,241463,731240,9113,17890,1162,23243,445558,638927,898011,153863,597786,898011,79117,231624,1678,5612,317,0.9,1.106055208
300096386,566077709,170600,391322,1289748,24954,7063,40519,916531,1287,45,986,31912,25149,120274,20340,6519,9944,20340,28698,466261,293782,108267,765,1.89,0.530132844
297789619,707174905,539605,2213494,7007074,26864,11013,19677,179317,496,205,561,30121,81184,587792,818308,125317,950224,818308,70060,356403,13337,22595,537,2.37,0.421097549
303596210,874374693,629093,1994936,10407099,28543,123300,253067,465862,13336,20946,1197,25210,341636,453388,50580,25830,110090,50580,54509,602905,148036,22533,0,2.88,0.34721523
307333158,618819251,901460,1493051,10316990,37103,114565,114871,783004,1282,7451,50,6543,17825,67181,241018,369,579167,241018,6275,228047,4942,38107,317,2.01,0.496644468
306936837,576949608,618683,91214,2648522,486325,99977,213075,831494,22724,49079,3462,23117,3987,5699,39742,5579,16599,39742,2824,5893,3012,8304,791,1.88,0.531999386
301525963,756077431,836568,2613238,12531074,1005039,151405,254807,756865,10387,24711,1247,27864,246041,391039,335797,9966,167304,335797,117897,666963,161113,24797,511,2.51,0.39880302
303231341,570509135,468861,1485591,8179339,13890,58133,249509,404801,9028,23905,1042,21996,448786,715093,701005,115363,854726,701005,75636,234673,3357,8630,317,1.88,0.531510054
308509995,258134527,1005710,323117,4037858,12329,5111,55160,1201489,892,35,571,27349,24835,117234,24277,28161,12689,24277,139960,711185,329570,125826,407,0.84,1.195151995
299016880,568870486,162945,203301,38714,8452,3003,714,152518,465,180,997,39336,88178,711522,673191,141785,1351725,673191,71134,393362,121105,78469,615,1.9,0.525632613
297896899,715724677,511645,1929890,7768208,19227,84893,210455,430841,14038,17204,1047,23877,309299,327347,53412,3665,100585,53412,57067,258482,176766,57261,280,2.4,0.416217169
303582067,887466910,744878,2890107,15287251,23061,129372,110515,754424,1378,7010,15,6454,18001,69365,307443,1403,1013444,307443,10865,944278,105026,39299,317,2.92,0.342077055
309167914,520731850,974964,78273,3330933,37854,98303,237309,808393,22205,49037,2129,20013,3758,5830,119935,3551,15573,119935,4407,8174,3401,40164,765,1.68,0.59371808
304755490,690023110,519496,731259,10656835,1710565,118974,178886,669194,9752,26526,1177,25010,401730,659539,569414,207624,886049,569414,20564,5231,2824,8039,546,2.26,0.441659831
302361011,880560152,712976,3066449,13270776,22171,89333,204388,489482,736,6408,641,16450,364785,609638,398763,200359,805240,398763,3469,110130,1835,18185,0,2.91,0.343373488
309142765,302204462,894681,453959,3493363,6216,3704,38469,1150481,2690,10652,2555,31381,24101,109565,1282462,211945,333610,1282462,93732,169687,166775,22699,314,0.98,1.022958969
289939880,635545010,587866,1882537,13727503,804291,88650,30763,516624,756,85,255,1009047,2007986,3434510,36059,172473,5562,36059,1046,4177,3714,38188,407,2.19,0.456206682
309247796,938535005,540135,40842,18585099,1191092,6966,93,537896,666,70,130,1017349,1996507,3431911,134579,78191,16650,134579,5197,356,7019,1184413,0,3.03,0.329500545
309209283,936989337,557193,40571,18596646,1219587,6837,97,563989,716,50,75,1027361,1963740,3409010,100482,34465,17750,100482,6761,175,7068,1215300,0,3.03,0.33000299
300786893,669644897,247045,283824,841755,16307,1261,347,156931,325,175,302,197942,1120579,3097164,91993,6812,14375,91993,5484,212,9379,1195017,259,2.23,0.449173725
297480232,847349075,522473,2361921,10676431,21449,62209,158455,439833,7895,17529,1787,25934,98555,376225,414590,167394,1485842,414590,199572,901724,104966,29183,483,2.85,0.351071643
301525644,891249099,728613,2799854,15444955,23077,158316,174741,626539,8186,17792,1211,28528,354502,706862,97485,121480,361587,97485,1415,9243,72336,17619,194,2.96,0.338318035
308980256,513607588,967354,68229,3257315,39013,3388,241,969749,611,1069,914,20233,27928,126743,75990,11868,183309,75990,4057,226467,8448,38129,0,1.66,0.601588184
308457673,627940547,296059,469566,5042668,1335163,147026,355021,769900,21373,65245,5121,75738,247513,252593,45877,5875,9470,45877,2812,4885,2987,8212,1022,2.04,0.491221143
304760757,901661836,680535,2231936,12349007,19308,80101,144830,498276,2651,1235,1145,24274,497871,882243,104237,109680,594541,104237,726,233975,153958,23999,280,2.96,0.337998954
308974685,278078449,1173622,366680,3891830,8245,3329,48675,626028,10194,17346,786,21116,204245,545870,1090769,166839,533359,1090769,130869,367869,113877,15917,317,0.9,1.111106186
277503862,567369260,308660,1740281,2489307,32789,21275,40294,653603,2848,9395,2455,28987,25296,116474,20693,43947,12908,20693,1377,8160,5329,93378,765,2.04,0.489106269
302510931,877551324,550046,2316277,11462763,36432,93770,120421,343709,496,195,65,360,5204,43055,644792,112447,1466145,644792,144026,975844,169987,32166,537,2.9,0.344721639
302361524,877610938,702393,2804881,13573649,28129,65137,120481,524403,7882,15422,992,27180,357273,565359,336993,131253,387474,336993,1240,25882,1140,12299,0,2.9,0.34452798
